level,steps,ep_reward,win,game_name,criteria
0,82,2,True,bait,1
1,98,-1,False,bait,1
1,105,-1,False,bait,1
1,170,-1,False,bait,1
1,181,-1,False,bait,1
1,372,-1,False,bait,1
1,388,-1,False,bait,1
1,479,-1,False,bait,1
1,981,-1,False,bait,1
1,1179,-1,False,bait,1
1,1250,-1,False,bait,1
1,1256,-1,False,bait,1
1,1391,-1,False,bait,1
1,1395,-1,False,bait,1
1,1427,-1,False,bait,1
1,1432,-1,False,bait,1
1,1468,-1,False,bait,1
1,1492,-1,False,bait,1
1,1552,-1,False,bait,1
1,1673,-1,False,bait,1
1,1732,-1,False,bait,1
1,1734,-1,False,bait,1
1,1801,-1,False,bait,1
1,1859,-1,False,bait,1
1,1958,-1,False,bait,1
1,1961,-1,False,bait,1
1,2066,-1,False,bait,1
1,2070,-1,False,bait,1
1,2110,-1,False,bait,1
1,2169,-1,False,bait,1
1,2185,-1,False,bait,1
1,2196,-1,False,bait,1
1,2713,-1,False,bait,1
1,2757,-1,False,bait,1
1,2861,-1,False,bait,1
1,3223,-1,False,bait,1
1,3281,-1,False,bait,1
1,3351,-1,False,bait,1
1,3637,-1,False,bait,1
1,3678,-1,False,bait,1
1,5676,-1,False,bait,1
1,5696,-1,False,bait,1
1,5744,-1,False,bait,1
1,5778,-1,False,bait,1
1,6021,-1,False,bait,1
1,6063,-1,False,bait,1
1,6077,-1,False,bait,1
1,6118,-1,False,bait,1
1,6123,-1,False,bait,1
1,6172,-1,False,bait,1
1,6188,-1,False,bait,1
1,6258,-1,False,bait,1
1,6272,-1,False,bait,1
1,6281,-1,False,bait,1
1,6323,-1,False,bait,1
1,6325,-1,False,bait,1
1,6329,-1,False,bait,1
1,6396,-1,False,bait,1
1,6452,-1,False,bait,1
1,6606,-1,False,bait,1
1,6612,-1,False,bait,1
1,6691,-1,False,bait,1
1,6722,-1,False,bait,1
1,6823,-1,False,bait,1
1,7059,-1,False,bait,1
1,7068,-1,False,bait,1
1,7115,-1,False,bait,1
1,7176,-1,False,bait,1
1,7289,-1,False,bait,1
1,7432,-1,False,bait,1
1,7608,-1,False,bait,1
1,7615,-1,False,bait,1
1,7620,-1,False,bait,1
1,7628,-1,False,bait,1
1,7630,-1,False,bait,1
1,7643,-1,False,bait,1
1,7869,-1,False,bait,1
1,7881,-1,False,bait,1
1,8027,-1,False,bait,1
1,8110,-1,False,bait,1
1,8341,-1,False,bait,1
1,8392,-1,False,bait,1
1,8399,-1,False,bait,1
1,8433,-1,False,bait,1
1,8448,-1,False,bait,1
1,8450,-1,False,bait,1
1,8762,-1,False,bait,1
1,8768,-1,False,bait,1
1,8803,-1,False,bait,1
1,8848,-1,False,bait,1
1,9029,-1,False,bait,1
1,9185,-1,False,bait,1
1,9199,-1,False,bait,1
1,9207,-1,False,bait,1
1,9402,-1,False,bait,1
1,9418,-1,False,bait,1
1,9669,-1,False,bait,1
1,9704,-1,False,bait,1
1,9753,-1,False,bait,1
1,10163,-1,False,bait,1
1,10234,-1,False,bait,1
1,10319,-1,False,bait,1
1,10470,-1,False,bait,1
1,10515,-1,False,bait,1
1,10533,-1,False,bait,1
1,10558,-1,False,bait,1
1,10564,-1,False,bait,1
1,10792,-1,False,bait,1
1,10809,-1,False,bait,1
1,10811,-1,False,bait,1
1,10846,-1,False,bait,1
1,10864,-1,False,bait,1
1,10868,-1,False,bait,1
1,10875,-1,False,bait,1
1,10912,-1,False,bait,1
1,11290,-1,False,bait,1
1,11308,-1,False,bait,1
1,11519,-1,False,bait,1
1,11533,-1,False,bait,1
1,11558,-1,False,bait,1
1,11623,-1,False,bait,1
1,11635,-1,False,bait,1
1,11720,-1,False,bait,1
1,11722,-1,False,bait,1
1,11917,-1,False,bait,1
1,12142,-1,False,bait,1
1,12163,-1,False,bait,1
1,12168,-1,False,bait,1
1,12194,-1,False,bait,1
1,12234,-1,False,bait,1
1,12236,-1,False,bait,1
1,12244,-1,False,bait,1
1,12302,-1,False,bait,1
1,12312,-1,False,bait,1
1,12375,-1,False,bait,1
1,12377,-1,False,bait,1
1,12466,-1,False,bait,1
1,12523,-1,False,bait,1
1,12594,-1,False,bait,1
1,12684,-1,False,bait,1
1,12745,-1,False,bait,1
1,12754,-1,False,bait,1
1,12863,-1,False,bait,1
1,13242,-1,False,bait,1
1,13354,-1,False,bait,1
1,13376,-1,False,bait,1
1,13386,-1,False,bait,1
1,13552,-1,False,bait,1
1,13555,-1,False,bait,1
1,14116,-1,False,bait,1
1,14188,-1,False,bait,1
1,14808,-1,False,bait,1
1,14889,-1,False,bait,1
1,14910,-1,False,bait,1
1,15067,-1,False,bait,1
1,15095,-1,False,bait,1
1,15119,-1,False,bait,1
1,15306,-1,False,bait,1
1,15312,-1,False,bait,1
1,15338,-1,False,bait,1
1,15392,-1,False,bait,1
1,15447,-1,False,bait,1
1,15482,-1,False,bait,1
1,15512,-1,False,bait,1
1,15544,-1,False,bait,1
1,15546,-1,False,bait,1
1,15735,-1,False,bait,1
1,15790,-1,False,bait,1
1,15880,-1,False,bait,1
1,15947,-1,False,bait,1
1,15959,-1,False,bait,1
1,15963,-1,False,bait,1
1,15967,-1,False,bait,1
1,15976,-1,False,bait,1
1,15999,-1,False,bait,1
1,16023,-1,False,bait,1
1,16033,-1,False,bait,1
1,16067,-1,False,bait,1
1,16075,-1,False,bait,1
1,16081,-1,False,bait,1
1,16204,-1,False,bait,1
1,16459,-1,False,bait,1
1,16552,-1,False,bait,1
1,16560,-1,False,bait,1
1,16562,-1,False,bait,1
1,16600,-1,False,bait,1
1,16605,-1,False,bait,1
1,16675,-1,False,bait,1
1,16683,-1,False,bait,1
1,16970,-1,False,bait,1
1,16977,-1,False,bait,1
1,17012,-1,False,bait,1
1,17309,-1,False,bait,1
1,17334,-1,False,bait,1
1,17431,-1,False,bait,1
1,17504,-1,False,bait,1
1,17534,-1,False,bait,1
1,17614,-1,False,bait,1
1,17630,-1,False,bait,1
1,17638,-1,False,bait,1
1,17713,-1,False,bait,1
1,17715,-1,False,bait,1
1,17733,-1,False,bait,1
1,17753,-1,False,bait,1
1,18208,-1,False,bait,1
1,18275,-1,False,bait,1
1,18303,-1,False,bait,1
1,18329,-1,False,bait,1
1,18333,-1,False,bait,1
1,18338,-1,False,bait,1
1,18441,-1,False,bait,1
1,18463,-1,False,bait,1
1,18642,-1,False,bait,1
1,18684,-1,False,bait,1
1,18767,-1,False,bait,1
1,18823,-1,False,bait,1
1,18879,-1,False,bait,1
1,18915,-1,False,bait,1
1,19014,-1,False,bait,1
1,19194,-1,False,bait,1
1,19218,-1,False,bait,1
1,19456,-1,False,bait,1
1,19478,-1,False,bait,1
1,19672,-1,False,bait,1
1,19782,-1,False,bait,1
1,19816,-1,False,bait,1
1,19838,-1,False,bait,1
1,19870,-1,False,bait,1
1,19889,-1,False,bait,1
1,19926,-1,False,bait,1
1,19942,-1,False,bait,1
1,20547,0,False,bait,1
1,20606,-1,False,bait,1
1,20608,-1,False,bait,1
1,20678,-1,False,bait,1
1,20705,-1,False,bait,1
1,20723,-1,False,bait,1
1,20793,-1,False,bait,1
1,20796,-1,False,bait,1
1,21153,-1,False,bait,1
1,21194,-1,False,bait,1
1,21214,-1,False,bait,1
1,21233,-1,False,bait,1
1,21421,-1,False,bait,1
1,21469,-1,False,bait,1
1,21655,-1,False,bait,1
1,22089,-1,False,bait,1
1,22508,-1,False,bait,1
1,22640,-1,False,bait,1
1,23056,-1,False,bait,1
1,23086,-1,False,bait,1
1,23106,-1,False,bait,1
1,23126,-1,False,bait,1
1,23301,-1,False,bait,1
1,23308,-1,False,bait,1
1,23322,-1,False,bait,1
1,23411,-1,False,bait,1
1,23512,-1,False,bait,1
1,23540,-1,False,bait,1
1,23561,-1,False,bait,1
1,23744,-1,False,bait,1
1,24101,-1,False,bait,1
1,24212,-1,False,bait,1
1,24289,-1,False,bait,1
1,24533,-1,False,bait,1
1,24618,-1,False,bait,1
1,24709,-1,False,bait,1
1,24887,-1,False,bait,1
1,24928,-1,False,bait,1
1,24980,-1,False,bait,1
1,25152,-1,False,bait,1
1,25178,-1,False,bait,1
1,25192,-1,False,bait,1
1,25208,-1,False,bait,1
1,25316,-1,False,bait,1
1,25341,-1,False,bait,1
1,25354,-1,False,bait,1
1,25447,-1,False,bait,1
1,25625,-1,False,bait,1
1,25660,-1,False,bait,1
1,25666,-1,False,bait,1
1,25798,-1,False,bait,1
1,25986,-1,False,bait,1
1,26139,-1,False,bait,1
1,26315,-1,False,bait,1
1,26437,-1,False,bait,1
1,26482,-1,False,bait,1
1,26524,-1,False,bait,1
1,26538,-1,False,bait,1
1,26557,-1,False,bait,1
1,27118,-1,False,bait,1
1,27150,-1,False,bait,1
1,27247,-1,False,bait,1
1,27250,-1,False,bait,1
1,27313,-1,False,bait,1
1,27675,-1,False,bait,1
1,27801,-1,False,bait,1
1,27869,-1,False,bait,1
1,27899,-1,False,bait,1
1,27908,-1,False,bait,1
1,27935,-1,False,bait,1
1,28150,-1,False,bait,1
1,28207,-1,False,bait,1
1,28221,-1,False,bait,1
1,28275,-1,False,bait,1
1,29039,-1,False,bait,1
1,29102,-1,False,bait,1
1,29127,-1,False,bait,1
1,29267,-1,False,bait,1
1,29278,-1,False,bait,1
1,29563,-1,False,bait,1
1,29567,-1,False,bait,1
1,29595,-1,False,bait,1
1,29623,-1,False,bait,1
1,29668,-1,False,bait,1
1,29733,-1,False,bait,1
1,29755,-1,False,bait,1
1,29880,-1,False,bait,1
1,30055,-1,False,bait,1
1,30064,-1,False,bait,1
1,30118,-1,False,bait,1
1,30198,-1,False,bait,1
1,30230,-1,False,bait,1
1,30559,-1,False,bait,1
1,30602,-1,False,bait,1
1,30624,-1,False,bait,1
1,30774,-1,False,bait,1
1,31042,-1,False,bait,1
1,31320,-1,False,bait,1
1,31811,-1,False,bait,1
1,31888,-1,False,bait,1
1,31900,-1,False,bait,1
1,31922,-1,False,bait,1
1,31963,-1,False,bait,1
1,32100,-1,False,bait,1
1,32202,-1,False,bait,1
