level,steps,ep_reward,win,game_name,criteria
0,68,-1,False,zelda,1
0,227,1,False,zelda,1
0,733,6,True,zelda,1
1,801,-1,False,zelda,1
1,913,-1,False,zelda,1
1,986,-1,False,zelda,1
1,1110,-1,False,zelda,1
1,1288,1,False,zelda,1
1,1407,-1,False,zelda,1
1,1449,-1,False,zelda,1
1,1480,-1,False,zelda,1
1,1561,-1,False,zelda,1
1,1690,1,False,zelda,1
1,3073,6,True,zelda,1
2,3183,1,False,zelda,1
2,3276,-1,False,zelda,1
2,3382,1,False,zelda,1
2,3454,-1,False,zelda,1
2,3647,-1,False,zelda,1
2,3673,-1,False,zelda,1
2,3749,-1,False,zelda,1
2,3834,-1,False,zelda,1
2,3894,-1,False,zelda,1
2,4000,-1,False,zelda,1
2,4441,1,False,zelda,1
2,4463,-1,False,zelda,1
2,4497,-1,False,zelda,1
2,4563,1,False,zelda,1
2,4617,-1,False,zelda,1
2,5179,3,False,zelda,1
2,5539,3,False,zelda,1
2,5829,3,False,zelda,1
2,5919,-1,False,zelda,1
2,5982,-1,False,zelda,1
2,6051,1,False,zelda,1
2,6189,-1,False,zelda,1
2,6402,1,False,zelda,1
2,6778,-1,False,zelda,1
2,7640,8,True,zelda,1
3,7670,-1,False,zelda,1
3,7676,-1,False,zelda,1
3,7680,-1,False,zelda,1
3,7694,1,False,zelda,1
3,7740,-1,False,zelda,1
3,7744,-1,False,zelda,1
3,7746,-1,False,zelda,1
3,7766,-1,False,zelda,1
3,7782,1,False,zelda,1
3,7800,-1,False,zelda,1
3,7822,1,False,zelda,1
3,7825,-1,False,zelda,1
3,7872,-1,False,zelda,1
3,7902,-1,False,zelda,1
3,7914,-1,False,zelda,1
3,7968,-1,False,zelda,1
3,8059,1,False,zelda,1
3,8144,1,False,zelda,1
3,8151,-1,False,zelda,1
3,8162,-1,False,zelda,1
3,8164,-1,False,zelda,1
3,8170,-1,False,zelda,1
3,8248,-1,False,zelda,1
3,8257,-1,False,zelda,1
3,8268,-1,False,zelda,1
3,8330,1,False,zelda,1
3,8333,-1,False,zelda,1
3,8377,-1,False,zelda,1
3,8399,1,False,zelda,1
3,8552,-1,False,zelda,1
3,8726,-1,False,zelda,1
3,8850,-1,False,zelda,1
3,8910,-1,False,zelda,1
3,8935,-1,False,zelda,1
3,9024,1,False,zelda,1
3,9070,1,False,zelda,1
3,9112,-1,False,zelda,1
3,9121,-1,False,zelda,1
3,9127,-1,False,zelda,1
3,9138,-1,False,zelda,1
3,9144,-1,False,zelda,1
3,9152,-1,False,zelda,1
3,9222,-1,False,zelda,1
3,9226,-1,False,zelda,1
3,9237,-1,False,zelda,1
3,9254,-1,False,zelda,1
3,9258,-1,False,zelda,1
3,9278,-1,False,zelda,1
3,9314,-1,False,zelda,1
3,9332,-1,False,zelda,1
3,9340,-1,False,zelda,1
3,9398,-1,False,zelda,1
3,9414,1,False,zelda,1
3,9600,1,False,zelda,1
3,9616,-1,False,zelda,1
3,9723,-1,False,zelda,1
3,9799,1,False,zelda,1
3,9816,-1,False,zelda,1
3,9832,-1,False,zelda,1
3,9844,-1,False,zelda,1
3,9853,-1,False,zelda,1
3,9861,-1,False,zelda,1
3,9868,-1,False,zelda,1
3,9882,-1,False,zelda,1
3,9916,-1,False,zelda,1
3,9924,-1,False,zelda,1
3,9994,1,False,zelda,1
3,10002,-1,False,zelda,1
3,10018,-1,False,zelda,1
3,10033,-1,False,zelda,1
3,10038,-1,False,zelda,1
3,10069,1,False,zelda,1
3,10112,-1,False,zelda,1
3,10144,-1,False,zelda,1
3,10147,-1,False,zelda,1
3,10158,-1,False,zelda,1
3,10195,-1,False,zelda,1
3,10238,-1,False,zelda,1
3,10254,-1,False,zelda,1
3,10319,1,False,zelda,1
3,10323,-1,False,zelda,1
3,10350,-1,False,zelda,1
3,10386,1,False,zelda,1
3,10392,-1,False,zelda,1
3,10411,-1,False,zelda,1
3,10415,-1,False,zelda,1
3,10604,1,False,zelda,1
3,10618,-1,False,zelda,1
3,10655,1,False,zelda,1
